	CODI_VIA	TIPUS_VIA	NOM_OFICIAL	NOM_CURT	DESCRIPCIO	DATA_APROVACIO	NOMS_ANTERIORS	DISTRICTES
78	8705	C	Carrer d'Alfons el Magnànim	Alfons el Magnànim	Alfons IV de Catalunya, el Magnànim (?, 1396 - Nàpols, 1458). Rei de Catalunya i Aragó (1418 - 1458) i de Nàpols (1442 - 1458). Regnà durant quaranta anys i en passà vint-i-vuit entre guerres i festes a Nàpols. La conquesta d'aquesta ciutat assegurà el Regne de les Dues Sicílies. Fill de Ferran I i d'Elionor d'Alburquerque.	27/07/1960	Alfonso el Magnánimo	SANT MARTÍ (10)
79	8807	Pl	Plaça d'Alfons el Savi	Pl Alfons el Savi	Alfons X el Savi (Toledo, 1221 - Sevilla, 1284). Rei de Castella. Estimulà, dirigí i corregí personalment els treballs literaris d'un nombrós grup de col·laboradors àrabs, hebreus i cristians, i donà un impuls definitiu a la prosa castellana. L'obra jurídica d'Alfons X suposà una fita en l'evolució de l'antic dret castellà. Fill de Ferran III i de Beatriu, filla de Felip, duc de Suàbia. Gendre de Jaume I de Catalunya-Aragó.	27/05/1959	Alfonso el Sabio	HORTA-GUINARDÓ (07)
80	8909	C	Carrer dels Algarves	Algarves	Regió sud de Portugal (Alt i Baix Algarve). El nom fou atorgat al carrer per tractar-se d'un títol del rei d'Espanya.	07/03/1939	Algarbes; Ginesta, 1931; Algarbes, 1927; Ginesta (Ajuntament de Sarrià), 1921; Solidaridad	SARRIÀ-SANT GERVASI (05)
81	9005	C	Carrer de l'Alguer	Alguer	Municipi de Sardenya, Itàlia. Població repoblada per catalans el 1354, després de l'expulsió de la població sarda. S'hi parla català.	29/03/1922	Bda. San Miguel	HORTA-GUINARDÓ (07)
82	9071	Ptge	Passatge del Violer	Ptge Violer	El gènere de la planta herbàcia. Forma part d'un conjunt de carrers amb noms de plantes i de flors.	27/07/1990		SARRIÀ-SANT GERVASI (05)
83	9107	C	Carrer d'Alhucemas	Alhucemas	Illes Alhucemas. Conjunt de tres illots (penyal d'Alhucemas, illa de Terra i illa de Mar). Aquest carrer fou aprovat conjuntament amb el de Chafarinas. Ciutat a la badia d'Alhucemas. També recorda l'acció de guerra de les tropes espanyoles al Marroc: desembarcament realitzat el 8 de setembre de 1925 dirigit pel general Primo de Rivera, per assegurar la fortalesa d'aquest nom.	07/07/1942	Barriada (la Prosperitat)	NOU BARRIS (08)
84	9209	C	Carrer d'Alí Bei	Alí Bei	Domènec Badia i Leblich (Barcelona, 1767 - Damasc, 1818). Viatger i escriptor. Explorador al servei del Govern de Carles IV. Amb el nom àrab d'Alí Bei-el-Abbasí i fent-se passar per descendent del profeta, recorregué el Marroc i altres reialmes preparant projectes de penetració i escrivint els relats dels seus viatges i aventures. La invasió francesa provocà que no pogués dur a terme la seva missió. Al servei del rei Josep fou nomenat governador de Segòvia. Com a afrancesat, hagué d'emigrar.	19/12/1863	Alí-Bey; Lletra Q (Pla Cerdà)	EIXAMPLE (02)
85	9300	Ptge	Passatge d'Alí Bei	Ptge Alí Bei	Per la mateixa dedicació que el carrer d'Alí Bei.	 (Abans de 1925)	Alí-Bey	SANT MARTÍ (10)
86	9402	C	Carrer d'Alacant	Alacant	Ciutat del País Valencià. Municipi i cap de comarca de l'Alacantí. Ciutat conquerida als sarraïns per Jaume I l'any 1265, cedida a Alfons X de Castella, i que Jaume II incorporà al reialme de Catalunya-Aragó l'any 1296.	05/09/1907	Alicante; San Pablo, 06/09/1875	SARRIÀ-SANT GERVASI (05)
87	9457	C	Carrer d'Alighieri	Alighieri	Iacopo Alighieri di Manetto (Florència, 1291 - 1348). Poeta. És autor del primer resum, en tercets, de La Divina Comèdia (1322). Acompanyà el seu pare, Dante, a l'exili fins al 1325, any en què retornà a Florència. Com que el carrer era a prop del de Dante, se l'anomenà d'Alighieri, tot pensant en el mateix personatge.	19/11/1929	Dante (desviació)	HORTA-GUINARDÓ (07)
88	9606	Ptge	Passatge d'Alió	Ptge Alió	Francesc Alió i Brea (Barcelona, 1862 - 1908). Compositor. Fou un dels iniciadors del renaixement musical català. Aquest passatge, situat en l'antic paratge de Caputxins vells de Gràcia, fou propietat de Romà de Grassot i Elías, raó per la qual s'anomenava passatge Román fins que se substituí pel d'Alió.	29/03/1922	Román, 30/10/1879	GRÀCIA (06)
89	9708	C	Carrer dels Magatzems	Magatzems	Els antics magatzems del Port o dipòsits del Port, en els quals es dipositaven temporalment els gèneres que, per alguna circumstància, no podien ser autoritzats a entrar fins a l'acompliment de la normativa que exigia la Duana.	 (Abans de 1900)	Almacenes	CIUTAT VELLA (01)
90	9800	C	Carrer d'Almagro	Almagro	Diego de Almagro (Almagro, 1475 - Cusco, 1538). Militar i conqueridor del Perú i Xile.	31/10/1955		NOU BARRIS (08)
91	9901	C	Carrer d'Almansa	Almansa	Ciutat de Castella-la Manxa i nom de la batalla lliurada el 25 d'abril de 1707 entre les tropes de Felip V de Borbó i les forces de l'arxiduc d'Àustria (Guerra de Successió).	31/10/1955	T. de la Fuente Cañellas (un tram)	NOU BARRIS (08)
92	10004	Cro	Carreró de les Ànimes	Cro Ànimes	Per un fossar d'animals o canyet que hi havia en aquest indret en temps passat. Les nits d'estiu es produïen focs follets que el poble interpretava com a ànimes que s'apareixien als mortals.	 (Abans de 1800)	Almas; Ctra. Antigua de Madrid	SANTS-MONTJUÏC (03)
93	10106	C	Carrer d'Almassora	Almassora	Municipi de la Plana Alta.	27/07/1950	Almazora	SANT ANDREU (09)
94	10208	C	Carrer d'Almenara Alta	Almenara Alta	Ducat concedit per Ferran VII, el 24 de gener de 1830, a Joan Antoni Clasquerí, abans Fivaller i Bru. Els ducs Almenara Alta foren propietaris dels terrenys de l'indret, termeners amb els de Carles de Puiggener Orís i Descatllar.	 (Abans de 1900)		SANT MARTÍ (10)
95	10300	C	Carrer dels Ametllers	Ametllers	Els arbres. Forma conjunt amb el dels Avellaners i el de les Nogueres.	30/07/1954	Almendros	LES CORTS (04)
96	10401	Ptge	Passatge dels Ametllers	Ptge Ametllers	Els arbres. Travessa perpendicularment el carrer dels Ametllers.	30/07/1954	Almendros	LES CORTS (04)
97	10503	C	Carrer d'Almeria	Almeria	Ciutat d'Andalusia oriental, port de la Mediterrània. Al segle VIII era centre de comerç entre Al-Andalus, Àfrica i l'Orient. Fou capital d'un dels antics reialmes d'Al-Andalus durant la dominació musulmana.	29/03/1922	Paz	SANTS-MONTJUÏC (03)
98	10707	C	Carrer de l'Almirall Aixada	Almirall Aixada	Rafael Aixada (Sant Feliu de Guíxols, segle XVI). Tinent general de les galeres de l'emperador Carles I. La seva actuació a l'Alguer fou admirable, ja que salvà el rei després de la derrota de les tropes espanyoles el 13 d'octubre de 1541.	16/08/1927	Almirante Aixada; Almirante Aixada, 16/08/1927; Andalucía, 1927; Concòrdia, abans de 1865	CIUTAT VELLA (01)
99	10809	C	Carrer de l'Almirall Barceló	Almirall Barceló	Antoni Barceló i Pont de la Terra (Palma de Mallorca, 1716 - 1797). Tinent general de l'Armada. Les gestes més notables foren: la derrota naval del pirata Selim (1763); les accions contra Alger (1755 i 1783); els bloquejos navals de Gibraltar (1779 i 1781), i l'expedició marítima de 1783 contra el sultà del Marroc, a qui obligà a aixecar el setge de Ceuta.	19/08/1947	Barceló, abans de 1865	CIUTAT VELLA (01)
100	10900	C	Carrer de l'Almirall Cervera	Almirall Cervera	Pascual Cervera y Topete (San Fernando, 1839 - Puerto Real, 1909). Marí. Contraalmirall en esclatar la guerra contra els Estats Units (1898). Fou nomenat cap de l'esquadra de Cuba.	07/07/1942	Alfredo Calderón; San Juan	CIUTAT VELLA (01)
101	10955	C	Carrer de l'Almirall Okendo	Almirall Okendo	Antonio de Okendo (Donostia, 1577 - la Corunya, 1640). Marí. Després de ser comandant general de l'esquadra de Cantàbria, fou nomenat general de la flota de Nova Espanya i, l'any 1623, almirall general de l'Armada de l'Oceà. El 1631, Felip IV el premià amb el títol de conseller de guerra.	 (Abans de 1900)	Almirante Oquendo	SANT ANDREU (09)
102	11007	C	Carrer de l'Almirall Pròixida	Almirall Pròixida	Olf de Pròixida (segle XIV). Noble valencià, militar i marí, provinent de la família siciliana Pròcida.	19/11/1929	Núm. 2 (eixample de Sant Andreu)	SANT ANDREU (09)
103	11109	C	Carrer de l'Almirall Churruca	Almirall Churruca	Cosme Damián Churruca y Elorza (Mutriku, 1761 - batalla de Trafalgar, 1805). Militar i cartògraf. Participà en el setge de Gibraltar (1781 - 1783); emprengué diverses expedicions marítimes i n'escriví interessants relats tècnics i geogràfics, i col·laborà en la realització de l'atles marítim d'Amèrica del Sud.	07/07/1942	Almirante Churruca; Meer (un tram); Santa Eulàlia	CIUTAT VELLA (01)
104	11200	C	Carrer dels Almogàvers	Almogàvers	Almogàvers (segle XIII). Guerrers d'ofici. L'expedició dels almogàvers, comandats per Roger de Flor, a Orient, aconseguí el domini català d'una part de Grècia durant gairebé una centúria (1311 - 1388).	 (Abans de 1900)	Las Glorias Catalanas (un tram); Lletra S (Pla Cerdà), 19/12/1863	CIUTAT VELLA (01) EIXAMPLE (02) SANT MARTÍ (10)
105	11302	C	Carrer d'Alonso Cano	Alonso Cano	Alonso Cano (Granada, 1601 - 1667). Escultor, pintor i arquitecte barroc. El 1638 es traslladà a Madrid, on rebé la influència de la pintura veneciana de les col·leccions reials.	28/01/1959		NOU BARRIS (08)
106	11404	Ptge	Passatge d'Aloi	Ptge Aloi	En memòria de Jaume Aloy i Romaní (1836 - 1898). Rajoler i propietari dels terrenys. Aquest antropotopònim, d'acord amb el Decret 78/1991 sobre l'ús de la toponímia, fou normalitzat junt amb la resta de topònims de la ciutat.	 (Abans de 1900)	Aloy	SANT ANDREU (09)
107	11506	C	Carrer d'Alpens	Alpens	Municipi d'Osona. Batalla en la qual el brigadier Cabrinetty fou derrotat per l'exèrcit carlí.	31/01/1923	Crillón (un tram); Pasteur; Padilla	SANTS-MONTJUÏC (03)
108	11583	C	Carrer d'Alsàcia	Alsàcia	Regió de França. Forma conjunt amb els carrers de Lorena i Marne.			NOU BARRIS (08)
109	11608	C	Carrer de n'Alsina	Alsina	Coexisteixen dues explicacions sobre la dedicació del carrer. D'una banda, es tracta del cognom d'una família catalana molt estesa per la ciutat medieval, probablement relacionada amb l'obertura del carrer o amb les propietats situades a l'indret. De l'altra, fa referència a una alzina plantada en un jardí que donava al carrer. Ja existia amb el mateix nom al segle XV.			CIUTAT VELLA (01)
110	11732	Ptge	Passatge Alt del Turó	Ptge Alt del Turó	Forma conjunt amb els carrers del Mig i el Baix del Turó, en una zona aturonada al sud-est del parc del Guinardó.			HORTA-GUINARDÓ (07)
111	11776	C	Carrer Alt	Alt	A la part alta del barri de la Trinitat Vella.	07/03/1939	Alta	SANT ANDREU (09)
112	11801	Pl	Plaça Alta de Can Clos	Pl Alta Can Clos	Situada al centre del polígon de cases de Can Clos.	23/06/1965		SANTS-MONTJUÏC (03)
113	11903	C	Carrer Alt de Gironella	Alt de Gironella	Per l'antiga torre, amb oratori públic, i finca d'una extensió de catorze mujades, que fou propietat de la família Gironella.	 (Abans de 1910)	Alta de Gironella	SARRIÀ-SANT GERVASI (05)
114	12000	C	Carrer Alt de Mariner	Alt de Mariner	Per la masia Alta d'en Mariné. Nom de lloc, amb l'afegit del cognom del propietari, que ho fou de gran part d'Horta.	28/01/1959	Alta de Mariné	HORTA-GUINARDÓ (07)
115	12101	Ptge	Passatge Alt de Mariner	Ptge Alt Mariner	Desemboca al carrer Alt de Mariner, dedicat a la masia Alta d'en Mariné. Nom de lloc, amb l'afegit del cognom del propietari, que ho fou de gran part d'Horta.	28/01/1959	Alta de Mariné	HORTA-GUINARDÓ (07)
116	12203	C	Carrer Alt de Pedrell	Alt de Pedrell	Situat a la part alta del turó on es troba el carrer de Pedrell.	 (Abans de 1950)	Alta de Pedrell; Pedrell	HORTA-GUINARDÓ (07)
117	12305	Ctra	Carretera Alta de les Roquetes	Ctra Alta Roquetes	Carrer d'enllaç del polígon de Canyelles amb la Torre del Baró. Pren el nom del barri que l'envolta per la part de muntanya.		Alta de Circunvalación	HORTA-GUINARDÓ (07) NOU BARRIS (08)
118	12407	C	Carrer de Sant Pere Més Alt	Sant Pere Més Alt	Via que la tradició diu que seguí Lluís el Piadós, amb motiu de la conquesta de Barcelona als sarraïns, per anar en acció de gràcies a l'església de la Santa Creu, situada en el lloc ocupat posteriorment pel convent de Sant Pere de les Puelles.	 (Abans de 1865)	Alta de San Pedro	CIUTAT VELLA (01)
119	12509	C	Carrer d'Altafulla	Altafulla	Municipi del Tarragonès.	05/09/1907	Cruz	SANTS-MONTJUÏC (03)
120	12600	C	Carrer dels Alts Forns	Alts Forns	El forn de cub emprat per a l'extracció del ferro. En el Pla parcial de Gran Via Sud consten nombrosos noms de carrers dedicats a la indústria.	12/03/1962	Altos Hornos; Pegaso; Hogar	SANTS-MONTJUÏC (03)
121	12702	C	Carrer de l'Alumini	Alumini	L'element metàl·lic. La dedicació d'aquest carrer correspon al sector industrial en què es troba ubicat.	10/05/2005	Aluminio	SANTS-MONTJUÏC (03)
122	12804	C	Carrer d'Alvarado	Alvarado	Pedro de Alvarado (Badajoz, 1485 - Mèxic, 1541). Conqueridor i capità d'Hernán Cortés. Sotmeté la zona de Guatemala i El Salvador (1523 - 1524), i li fou concedida la governació de Guatemala. Morí en un combat de repressió dels habitants de Jalisco.	31/10/1955	Cº Viejo de la Pedrera (un tram)	NOU BARRIS (08)
123	12859	Pg	Passeig de l'Agrícola	Pg Agrícola	En record de la Societat Agrícola que sanejà les terres pantanoses de l'indret.	12/06/1980	Álvarez de la Campa, 1960; Agrícola, 26/05/1925; Cº de la Agrícola, abans de 1925	SANTS-MONTJUÏC (03)
124	12906	C	Carrer d'Allada-Vermell	Allada-Vermell	Nom compost per haver-se ajuntat els dos carrers en desaparèixer l'illa de cases que els separava. Allada: salsa o picada d'alls. Es desconeix el motiu del nom, el qual ja consta en documents del segle XV. El sufix -ada fa pensar que allada podria ser un camp d'alls. Vermell: probablement per les substàncies de color vermell que utilizaven els blanquers establerts en el proper rec Comtal.	10/03/1995	Rovira; Cortines	CIUTAT VELLA (01)
125	13002	C	Carrer d'Alloza	Alloza	Salvador Alloza i Alloza (Barcelona, 1897 - 1976). Carter del barri. Per tal de facilitar-ne la localització, el carter féu que la correspondència que s'adreçava a l'indret s'identifiqués amb el seu cognom, Alloza. El barri s'anà poblant i durant un bon temps penjà d'un clau, en aquest carrer, un rètol de fusta amb el nom d'Alloza. Amb el temps el nom es féu oficial.			NOU BARRIS (08)
126	13104	C	Carrer d'Amadeu Vives	Amadeu Vives	Amadeu Vives i Roig (Collbató, 1871 - Madrid, 1932). Compositor. Autor de L'emigrant (1890). Cofundador de l'Orfeó Català.	09/04/1940	Amadeo Vives; Cameros	CIUTAT VELLA (01)
127	13308	C	Carrer de la Rosella	Rosella	La flor. Per la proximitat dels espais verds naturals al vessant de la serra de Collserola. Nom posat a caprici dels urbanitzadors de l'indret.	 (Abans de 1940)	Amapola	GRÀCIA (06)
128	13400	C	Carrer de n'Amargós	Amargós	Per una família resident o propietària dels terrenys on s'obrí el carrer, que se cita amb aquest nom en documents de 1424. També està documentat (1435) un mercader anomenat Amargós.	 (Abans de 1865)	Frares del Sac, de 1200 a 1270; Salavert	CIUTAT VELLA (01)
129	13501	C	Carrer de l'Amargor	Amargor	Per recordar un dels episodis de la Passió de Jesucrist. Fa al·lusió al camí que féu Jesús portant la creu des de Jerusalem fins al Calvari, recordant el moment en què es troben mare i fill en un carrer del Trànsit, que el poble anomenà de l'Amargor. Carrer situat en antics terrenys del marquès de Castellbell i posteriorment de Francesc Trinxant i Morera, prop del carrer del Sospir.	 (Abans de 1950)	Amargura; Lletra A (plànol eixample de Sant Martí)	SANT MARTÍ (10)
130	13603	C	Carrer d'Amer	Amer	Municipi de la Selva. Carrer situat al grup de cases Ramon Albó, al Turó de la Peira, on diversos carrers són dedicats a poblacions de la província de Girona .			NOU BARRIS (08)
131	13705	C	Carrer d'Amèrica	Amèrica	El continent descobert per Cristòfor Colom al servei d'Espanya (1492) i visitat després per Amerigo Vespucci, de qui prengué el nom.		Núm. 6 (urb. Mas Viladomat)	HORTA-GUINARDÓ (07)
132	13807	Pl	Plaça d'Amich	Pl Amich	Per un antiga família sarrianenca: Miquel Amich urbanitzà aquests terrenys (1857 - 1861); Vicenç Amich edificà una casa al carrer de Sant Salvador, Avió Plus Ultra (1850), i Jaume Amich edificà cases al carrer Serrano, Major de Sarrià (1886, 1888 i 1890).			SARRIÀ-SANT GERVASI (05)
133	13909	C	Carrer d'Amigó	Amigó	Eduard Amigó de Lara (Barcelona, 1833 - Buenos Aires, 1902). Pianista i compositor. Cèlebre concertista d'harmònium, premiat al Conservatori de París l'any 1865.	05/09/1907	Rosés, 19/08/1868	SARRIÀ-SANT GERVASI (05)
134	14005	C	Carrer dels Amics	Amics	Es desconeix l'origen o motiu del nom. Podria referir-se als vincles d'amistat que unirien els propietaris dels terrenys interessats en la seva urbanització.	15/07/1929	Amigos	NOU BARRIS (08)
135	14107	C	Carrer d'Amílcar	Amílcar	Amílcar Barca (Cartago, ? - Elx, 228 aC). General cartaginès. Era el pare d'Anníbal. Es creia que fou el fundador de Barcelona, la qual cosa és improbable. A partir del seu nom de família o lloc d'origen s'ha volgut treure el de Bàrcino, ja que l'ètim d'ambdós noms sembla que té un origen comú.	05/09/1907	Nacional	HORTA-GUINARDÓ (07) NOU BARRIS (08)
136	14209	C	Carrer de l'Amistat	Amistat	Per la societat recreativa Amistat Catalana establerta al mateix carrer quan va atorgar-se-li el nom. L'objectiu d'aquesta societat era la investigació sobre temes relacionats amb el teatre i l'organització de representacions de teatre català.	 (Abans de 1900)	Amistad	SANT MARTÍ (10)
137	14300	C	Carrer de l'Amor	Amor	Al juny de 1908 fou presentat per Jaume Duran i Torelló el projecte d'urbanització dels terrenys en el paratge de la Clota. L'aprovació implicava també la dels noms dels carrers proposats per la propietat.	11/03/1909		HORTA-GUINARDÓ (07)
